标题,作者,内容,朝代,体裁
弔何巖,王邁,可憐何巖民，何罪遭此劫。寇攘發他邦，警報經旬浹。官府過張皇，民居少寧貼。昨方科箭翎，今又催甲葉。厚斂招提金，名色何所挾。昌言募土兵，相與守城堞。繡衣意其欺，急下徵兵帖。束手無一人，差官許專輒。縣官至何巖，丁壯被威脅。黔首畏墨黥，依違謀未協。口或出怨咨，心實先震懾。官兵胡爲來，紛然肆漁獵。室廬罹燬燒，老稚殘鋒鋏。山徑至通逵，輿尸交積疊。敢梟平人首，僞奏譙門捷。殺民汝何勇，殺賊汝何怯。此鄉風俗淳，武斷無豪俠。目不識戈矛，家盡事耕饁。豈應有叛謀，誰子爲荆聶。黄巾縱挺威，吾地足未涉。官吏大不仁，使爾血先喋。千家聚落蕃，幾代農桑業。一望成邱墟，獨非我臣妾。安知此怪事，不入賊間諜。設或擣吾虛，小壘真岌嶪。舟中敵國多，况望蒸徒楫。書生憂世心，夜半不交睫。作詩弔冤民，詩成淚盈頰。翻恨天門高，不與閻閭接。丈夫貴敢言，女子乃呫囁。,唐,诗
以新凉入郊墟爲韻簡葉孟我丈  其二,陳耆卿,警夜聽鳴蛩，聒午聞啼螿。不知誰使令，萬態俱悠揚。宋玉辯已非，歐陽賦何忙。正念有冰壺，日日如此凉。,唐,律诗
无题,李清照,草际鸣蛩。惊落梧桐。正人间、天上愁浓。云阶月地，关锁千重。纵浮槎来，浮槎去，不相逢。星桥鹊驾，经年才见，想离情、别恨难穷。牵牛织女，莫是离中。甚霎儿晴，霎儿雨，霎儿风。,宋,词
无题,无名氏,汉宫梳罢女真妆，望金仙、朝朝暮暮。,宋,词
室吟,邵雍,一室可容身，四時長有春。何嘗無美酒，未始絕佳賓。洞裏賞花者，天邊泛月人。相逢應有語，笑我太因循。,唐,律诗
湧泉閣,釋紹曇,肆無礙辯若懸河，尺水能興萬丈波。平地無端立層級，登高人少逐流多。,唐,绝句
送劉金部三首  其二,李新,煙老谿花幾堕紅，高陽閭巷接吳宮。禁墻鐘斷翻新雨，劍嶺雲寒想去鴻。汴水波聲天地遠，上林春色古今同。行觀勳筞知多少，河水安流敵帳空。,唐,律诗
恭上人求偈戲贈二首  其二,劉克莊,□侯勸師柔軟說，劉叟所見適不同。有時一句撞牆倒，有時一喝驚耳聾。,唐,词
寄姊夫焦韞叔兼簡三姊,王令,風舟挽晴江，載客日夜行。身遠心在家，腹腸何由平。未知所到期，先計還歸程。時尋别時語，涕淚下縱横。仰觀風中雲，下視水上萍。共在天地間，可無同飄零。瀉此罇中酒，美魚其飲羮。雖飽不厭饑，强醉終自醒。笑言雖在遠，音問猶有形。願因東南風，時寄西北聲。,唐,诗
无题,魏庭玉,璧月挂银汉，冷浸一江秋。天公付我清赏，仙籍桂香浮。极目江山如画，际晚云烟凝紫，秋色豁羁愁。领看上雄观，波影动帘钩。雁排空，渔唱晚，楚天幽。湖阴一曲千载，成败倩谁筹。试问谪仙何处，唤起于湖同醉，小为作遨头。老子欲起舞，摆脱利名休。,宋,词
曉行,陳翊,客夢正無憑，喧呼睡不能。月移篷背雪，人遠岸頭燈。檣影浮寒水，篙聲碎斷冰。狸奴渾未覺，餘煖戀青綾。,唐,律诗
无题,韩淲,雨阁云流小院秋。半醺凉意不关愁。一番相见一番休。淡伫乍持杯未浅，懒歌浑罢笑初收。主宾无处著绸缪。,宋,词
无题,伍梅城,倚东风笑问。落红啼鴂，清明来未。小雨弄晴，做轻寒天气。南极光中，五云深处，人庆千秋岁。翡翠屏间，琉璃帘下，彩衣明媚。九老风流，五候家数，如此乾坤，有人如此。天正烦君，作江南一瑞。世上今秦，山中古晋，尽不经吾意。但要牡丹，年年今日，伴人沈醉。,宋,词
无题,史浩,蕊沼清冷涓滴水。迢迢烟浪三千里。微孕青房包绣绮。薰风里。幽芳洗尽闲桃李。羽氅飘萧尘外侣。相呼短棹轻偎倚。一片清歌天际起。声尤美。双双惊起鸳鸯睡。,宋,词
无题,刘克庄,繁灯夺霁华。戏鼓侵明发。物色旧时同，情味中年别。浅画镜中眉，深拜楼西月。人散市声收，渐入愁时节。,宋,词
无题,周紫芝,趁梅寻得水边枝。独棹渔船却过溪。人似玉，醉如泥。闲歌五色线中诗。,宋,词
无题,蒋捷,世间何处，最难忘杯酒。惟是停云想亲友。此时无一盏，千种离愁，西风外，长伴枯荷衰柳。去年深夜语，倾倒书□，窗烛心悬小红豆。记得到门时，雨正萧萧，嗟今雨、此情非旧。待与子、相期采黄花，又未卜重阳，果能晴否。,宋,词
十一月大雷雨,趙蕃,疾雷驚萬里，凍雨落三更。未暇尋洪範，誰能究五行。短檠無焰續，高枕待天明。鐘省成深省，雞聲匪惡聲。,唐,律诗
和葛德裕寄紙覓蘭四絕句  其四,王庭珪,兩朵幽花費詠章，是中佳境若爲藏。何時同上瑤臺頂，遍翫芝田蕙圃香。,唐,绝句
无题,陈三聘,一品归来，强健日、小园幽圃。扁舟兴、恐天未许。想当年、持汉节，众齐咻楚。丹忠此日，盛名千古。掞词章、师海内，纬文经武。莫寒盟、故山旧侣。到鲈乡、还又是，秋风斜雨。鸣刀鲙雪，未应便去。,宋,词
无题,晏几道,小春花信日边来，未上江楼先坼。今岁东君消息。还自南枝得。素衣染尽天香，玉酒添成国色。一自故溪疏隔。肠断长相忆。,宋,词
柬趙監鹽,宋伯仁,西風吹破黑貂裘，多少江山惜倦遊。紅葉已霜天欲暮，綠蓑初雨客吟秋。人逢知己無榮辱，事不縈懷任去留。但是菊花開便好，醉中休說異鄉愁。,唐,律诗
无题,毛滂,进止详华，文章尔雅，金銮恩异群彦。尘断银台，天低鳌禁，最是玉皇香案。燕公视草，星斗动、昭回云汉。对罢宵分，又是金莲，烛引归院。年来偃藩江畔。赖湖山、慰公心眼。碧瓦千家，少借裤襦馀暖。黄气珠庭渐满。望红日、长安殊不远。缓辔端门，青春未晚。,宋,词
无题,赵希蓬,功名富贵，算到头，怎免委沟填壑。曳钓抱琴秋水畔，肯与微官空缚。五亩苍阴，一丘寒碧，说甚凌烟阁。静观物理，从他荣悴开落。任待入谷鸣雏，不须歆艳，免使朝南岳。修竹长松常与伴，更有寒梅堪约。夜且三更，西风万籁，入耳悲猿鹤。从头洗去，更无一点圭角。,宋,词
无题,吴潜,岁岁重阳，何曾是、两般时景。人自有、悲欢离合，晦明朝暝。日月湖边来往艇，楼台水底参差影。又何妨、时暂狎沧波，轻鸥并。闲顿放，朱门静。新结裹，朱帘整。尽百年人事，移场换境。欲插黄花身已老，强倾绿醑心先醒。羡游鱼、有钓不能收，钩空饼。,宋,词
无题,无名氏,依约疏林，见盈盈春意，几点霜蕤。应是东君，试手作芳菲。粉面倚、天风微笑，是日暖、雪已晴时。人静么凤翩翩，踏碎残枝。幽香浑无著处，甚一般雨露，独占清奇。淡月疏云，何处不相宜。陌上报春来也，但绿暗、青子离离。桃杏应仗先容，次第追随。,宋,词
過城南僧院,姚合,寺對遠山起，幽居仍是師。斜陽通暗隙，殘雪落疎籬。松靜鶴棲定，廊虛鐘盡遲。朝朝趨府吏，來此是相宜。,唐,律诗
屏風曲,李賀,蝶棲石竹銀交關，水凝綠鴨瑠璃錢。團迴六曲抱膏蘭，將鬟鏡上擲金蟬。沈香火暖茱萸煙，酒觥綰帶新承懽。月風吹露屏外寒，城上烏啼楚女眠。,唐,律诗
无题,范成大,湘江碧。故人同作湘中客。湘中客。东风回雁，杏花寒食。温温月到蓝桥侧。醒心弦里春无极。春无极。明朝残梦，马嘶南陌。,宋,词
无题,方岳,子盍规夫，商丘之木，有樗不才。纵斧斤睥睨，何妨雪立，风烟傲兀，怎问春回。老子似之，倦游久矣，归晒渔蓑羹芋魁。村锄外，闻韭今有子，芥已生台。天於我辈悠哉。纵作赋问天天亦猜。且醉无何有，酒徒陶陆，与二三子，诗友陈雷。正尔眠云，阿谁敲月，不是我曹不肯来。君且住，怕口生荆棘，胸有尘埃。,宋,词
无题,叶梦得,闻道安车来过我，百花未敢飘零。疾催弦管送杯行。五朝瞻旧老，挥麈听风生。凤诏远从天上落，高堂燕喜初醒。莫言白发减风情。此时谁得似，饮罢却精明。,宋,词
寄興國福聖二老,鄧肅,我本窮山采薇蕨，偶上丹霄騎日月。雲端不著癡仙人，天公雖笑雷公斥。今我在陳糧殆絕，不夢杏漿澆細肋。詹成炊飯似摶沙，牛革薦甘真嚼鐵。慚愧忘形二禪客，倒屣相迎作禪悅。竹萌瀹水瑩瓊瑶，土芝借糟凝琥珀。余不供僧僧供余，是事顛倒古所無。要知人我兩無有，此飽便當均太虛。昨日龍興飛尺書，挽我登山有籃輿。試問二師肯俱否，一飽還君欲借渠。,唐,诗
无题,陈深,丹凤翔云表。览德辉、翩然飞下，翠蓬仙岛。银汉无声天似水，昨夜新凉多少。听一曲、琼箫音渺。千尺秦台凌空峻，见一双、翠羽先飞到。披紫雾，揽瑶草。风流别乘当英妙。对江山、掀髯把酒，浩歌长啸。绿发公候何足浼，自是无双才调。况槐阴、青青天杪。月殿姮娥云深处，近清秋、丹桂催开早。斟绿醑，戴花帽。,宋,词
无题,吴潜,老子百般足，无事可闲忧。几年思返林壑，今日愿方酬。潦倒戏衫舞袖，郎讲门槌拍板，端的这回收。日月两浮毂，身世一虚舟。想鹪鹩，与鸿鹄，不相谋。惊鳞万里深逝，谁肯更吞钩。醉则北窗高卧，醒则南园行乐，莫莫更悠悠。云在山中谷，月在水中洲。,宋,词
无题,朱敦儒,扁舟去作江南客，旅雁孤云。万里烟尘。回首中原泪满巾。碧山对晚汀洲冷，枫叶芦根。日落波平。愁损辞乡去国人。,宋,词
无题,赵彦端,一簇神仙会见奇。誓夸苏小与西施。怜轻镂月为歌扇，喜薄裁云作舞衣。牙板脆，玉音齐。落霞天外雁行低。看看各得风流侣，回首乘鸾旧路归。,宋,词
无题,辛弃疾,少年才把笙歌𧣴夏日非长秋夜短。因他老病不相饶，把好心情都做懒。故人别后书来劝。乍可停杯强吃饭。云何相遇酒边时，却道达人须饮满。,宋,词
无题,吴文英,残寒正欺病酒，掩沈香绣户。燕来晚、飞入西城，似说春事迟暮。画船载、清明过却，晴烟冉冉吴宫树。念羁情游荡，随风化为轻絮。十载西湖，傍柳系马，趁娇尘软雾。溯红渐、招入仙溪，锦儿偷寄幽素。倚银屏、春宽梦窄，断红湿、歌纨金缕。暝堤空，轻把斜阳，总还鸥鹭。幽兰旋老，杜若还生，水乡尚寄旅。别後访、六桥无信，事往花委，瘗玉埋香，几番风雨。长波妒盼，遥山羞黛，渔灯分影春江宿，记当时、短楫桃根渡。青楼彷佛，临分败壁题诗，泪墨惨澹尘土。危亭望极，草色天涯，吹鬓侵半苎。暗点检、离痕欢唾，尚染鲛绡，凤迷归，破鸾慵舞。殷勤待写，书中长恨，蓝霞辽海沈过雁，漫相思、弹入哀筝柱。伤心千里江南，怨曲重招，断魂在否。,宋,词
寄題喻叔奇國博郎中園亭二十六詠 菊徑,楊萬里,身在京師夢在鄉，黄花又是一番黄。平生不解淵明語，菊却猶存徑却荒。,唐,绝句
兩中秋絕句二首  其一,蘇轍,潁川城下兩中秋，金氣初凝火尚流。脾病家人不教飲，官厨好酒亦難求。,唐,绝句
句  其一,韓維,兩君曠度皆吾黨，紅燭迎舟盡醉還。,唐,诗
代家君答聞老詩三首  其二,唐仲友,附熱銜泥不足言，爾來杖錫亦紛然。不趨鑪炭趨寒谷，青白於中覺汝賢。,唐,绝句
送劉明復知鳯翔二首  其二,孔武仲,先帝開三省，今皇重老成。山林招隠逸，巷陌起公卿。自古時難遇，吾侯道正行。岐山莫望鳳，金閣遲飛鳴。,唐,律诗
壽皇聖帝挽章三首  其三,陳造,慈儉遵先志，剛明肖上乾。題期千一遇，躋治五三前。他日山藏壑，終天澤漏泉。稽山穿望眼，松影五雲連。,唐,律诗
无题,赵鼎,双峰遥促，回波奔注，茫茫溅雨飞沙。霜凛剑戈，风生阵马，如闻万鼓齐挝。儿戏笑夫差。漫水犀强弩，一战鱼虾。依旧群龙，怒卷银汉下天涯。雷驱电炽雄夸。似云垂鹏背，雪喷鲸牙。须臾变灭，天容水色，琼田万顷无瑕。俗眼但惊嗟。试望中彷佛，三岛烟霞。旧隐依然，几时归去泛灵槎。,宋,词
送劉通判二首  其二,趙蕃,國祚重興後，人才應運生。端殊飛紫鷟，亦異夢長庚。大半廟堂用，若爲州縣更。垂弧賀今日，連茹徯茲行。,唐,律诗
挽鹿國强二首  其二,吳芾,仕宦吾鄉少，咸尊魯一儒。名雖登上第，身不到亨衢。耆舊今垂盡，游從孰與俱。百年如夢幻，回首但驚呼。,唐,律诗
雜詠下 金燈,洪适,燈焰既埋光，幽蕤不露黄。阿誰驢喚狗，爲我問花王。,唐,绝句
无题,杨无咎,秾李夭桃堆绣。正暖日、如熏芳袖。流莺恰恰娇啼。似为劝、百觞进酒。少年未用称遐寿。愿来岁、如今时侯。相将得意皇都，同携手、上林春昼。,宋,词
无题,朱敦儒,柳花陌上拈明珰。娇红新样妆。匆匆曾贮一襟香。月痕金缕凉。分泪扇，掩离觞。春残人断肠。锦书难寄雁飞忙。池塘芳草长。,宋,词
无题,曾逮,满树叶繁枝重，缀青黄千百。,宋,词
晚過湖上登城樓泛小舟歸  其一,韓維,蛩響漸依階砌下，螢光亂出草萊間。炎蒸散盡人輕健，從此籃輿數往還。,唐,绝句
无题,沈与求,云幕垂垂不掩关，落鸿孤没有无间。雪花欺鬓一年残。欲把小梅还斗雪，冷香嫌怕乱沈檀。恼人归梦绕江干。,宋,词
无题,薛式,内有五行相制，包含一粒红铅。相生相杀自天然。此药殊无贵贱。会向我家园里，栽培一亩天田。中男小女共相连。种得黄芽满院。,宋,词
无题,陈允平,多情无语敛黛眉。寄相思、偏仗柳枝。待折向、尊前唱，奈东风、吹做絮飞。归来醉抱瑟琶睡，正酒醒、香尽漏移。无赖是、梨花梦，被月明、偏照帐儿。,宋,词
金陵作,劉克莊,高牙拂雲車带雨，清曉西州氣成霧。玉麟堂上少文書，白鷺亭前多杖屨。古來此地一都會，城郭樓臺盡非故。落日曚曨江北山，斷煙髣髴新亭路。神州豈但夷甫責，西風更有元規污。是中端的得長城，正自不能堪短簿。戲馬頻從九日遊，南樓許共諸君住。眼前突兀坡老碑，醉裏吟哦謫仙句。只今蕙帳怨猿鶴，想見齊盟憶鷗鷺。淮南四月蠶麥熟，宮闕山河煩卧護。了知此意誠能馴，未許尋公遂初賦。,唐,诗
癸酉春僑居無爲寺歸雲閣以十五遊方今五十爲題信筆十首終在五首  其五,釋行海,十五游方今五十，幾番坎止又流行。生來不作千年調，死亦何須五鼎烹。周室黍離狼虎國，堯天花藹鳳凰城。看山欲跨山中馬，却怪一春無好晴。,唐,律诗
无题,吴文英,思生晚眺，岸乌纱平步，春云层绿。罨画屏风开四面，各样莺花结束。寒欲残时，香无著处，千树风前玉。游蜂飞过，隔墙疑是金谷。偏称晚色横烟，愁凝峨髻，澹生绡裙幅。缥缈孤山南畔路，相对花房竹屋。溪足沙明，岩阴石秀，梦冷吟亭宿。松风古涧，高调月夜清曲。,宋,词
